Province,Year,undergraduate_enrollment,RD_effec_patent,invention_granted,tech_invest,patent,RD_apply_patent,invention_apply,st_people,new_product_fund,st_fund,edu_expense,RD_fund,tech_job,ftime_equ_personnel,tech_market_turnover,GDP,ave_students_enrolled,new_product_sales_revenue
广西壮族自治区,2007,5.84,,1907,13.19,,,3480,,,13.19,2758915.0,,,,1.0,5474.8,,
广西壮族自治区,2008,6.14,568.0,2228,16.21,568.0,1072.0,3884,6.0,365544.0,16.21,3476223.0,239850.0,6.0,9358.0,2.7,6455.4,1352.0,5941510.0
广西壮族自治区,2009,6.68,761.0,2702,18.07,761.0,1322.0,4277,6.4,443277.0,18.07,3873253.0,324191.0,6.4,12042.0,1.77,7112.9,1436.0,8223781.0
广西壮族自治区,2010,7.39,,3647,21.66,,,5117,7.0,,21.66,4941416.0,,7.0,,4.14,8552.4,1530.0,
广西壮族自治区,2011,7.7,932.0,4402,28.25,932.0,2069.0,8106,7.6,740604.0,28.25,5938482.0,586791.0,7.6,20155.0,5.64,10299.9,1688.0,12260904.0
广西壮族自治区,2012,8.23,1499.0,5900,42.81,1499.0,3025.0,13610,9.3,771269.0,42.81,,702225.0,9.3,20845.0,2.52,11303.6,1834.0,12369278.0
广西壮族自治区,2013,8.84,1889.0,7884,54.36,1889.0,4468.0,23251,9.4,849395.0,54.36,7794191.0,817063.0,9.4,20700.0,7.34,12448.4,1939.0,15866038.0
广西壮族自治区,2014,9.4,2670.0,9664,59.93,2670.0,4840.0,32298,9.8,850464.0,59.93,8586224.0,848808.0,9.8,22793.0,11.58,13587.8,2052.0,13484220.0
广西壮族自治区,2015,10.62,3731.0,13573,49.63,3731.0,4613.0,43696,9.5,903957.0,49.63,10111559.0,769190.0,9.5,19000.0,7.31,14797.8,2178.0,16333703.0
广西壮族自治区,2016,11.48,6010.0,14858,45.2,6010.0,5555.0,59239,8.9,905498.0,45.2,10914241.0,827248.0,8.9,19402.0,33.99,16116.6,2279.0,19808824.0
广西壮族自治区,2017,11.79,6557.0,15270,60.04,6557.0,5428.0,56988,8.3,1120030.0,60.04,11891781.0,935996.0,8.3,16163.0,39.42,17790.7,2383.0,22492207.0
广西壮族自治区,2018,12.52,6846.0,20551,64.43,6846.0,6239.0,44224,7.1,1091022.0,64.43,12836618.0,891031.0,7.1,17228.0,61.41,19627.8,2602.0,18335851.0
广西壮族自治区,2019,13.0,8176.0,22687,72.33,8176.0,6373.0,41900,7.4,1445180.0,72.33,14367736.0,1044742.0,7.4,22102.0,77.56,21237.1,2887.0,18382401.0
广西壮族自治区,2020,13.62,8667.0,34470,66.26,8667.0,7546.0,51712,8.6,1872393.0,66.26,15418302.0,1133332.0,8.6,20407.0,91.67,22120.9,3107.0,25712986.0
广西壮族自治区,2021,13.34,14995.0,46804,71.13,14995.0,11641.0,55987,8.8,2173118.0,71.13,16448664.0,1370239.0,8.8,28508.0,940.58,25209.1,3432.0,30334971.0
广西壮族自治区,2022,14.62,12721.0,44691,104.12,12721.0,11637.0,56283,9.1,2227761.0,104.12,,1505736.0,9.1,37341.0,226.99,26300.9,3651.0,28604514.0
北京市,2004,,2367.0,9005,,2367.0,2330.0,18402,,364608.0,,4492628.0,602546.0,,29998.0,425.0,6252.5,,11052142.0
北京市,2005,11.15,,10100,,,,22572,,,,5227188.0,,,,489.59,7149.8,,
北京市,2006,11.14,,11238,,,,26555,,,,3374329.0,,,,697.33,8387.0,,
北京市,2007,11.4,,14954,90.74,,,31680,,,90.74,4077284.0,,,,882.56,10425.5,,
北京市,2008,11.37,5618.0,17747,112.19,5618.0,7124.0,43508,40.1,1049977.0,112.19,4690166.0,1010862.0,40.1,43209.0,1027.22,11813.1,6750.0,30589115.0
北京市,2009,11.85,5168.0,22921,126.31,5168.0,7016.0,50236,43.8,1417379.0,126.31,5289432.0,1137030.0,43.8,41546.0,1236.25,12900.9,6410.0,28314951.0
北京市,2010,11.98,,33511,178.92,,,57296,45.7,,178.92,6134448.0,,45.7,,1579.54,14964.0,6196.0,
北京市,2011,12.04,7342.0,40888,183.07,7342.0,13041.0,77955,50.6,2135861.0,183.07,7373843.0,1648538.0,50.6,49829.0,1890.28,17188.8,5613.0,34803252.0
北京市,2012,12.27,14051.0,50511,199.94,14051.0,20189.0,92305,54.0,2527103.0,199.94,,1973442.0,54.0,53510.0,2458.5,19024.7,5534.0,33176311.0
北京市,2013,12.53,16402.0,62671,234.67,16402.0,19210.0,123336,59.7,2931908.0,234.67,9998366.0,2130618.0,59.7,58036.0,2851.72,21134.6,5469.0,36727656.0
北京市,2014,12.53,18721.0,74661,282.71,18721.0,19916.0,138111,59.8,2971203.0,282.71,10937374.0,2335010.0,59.8,57761.0,3137.19,22926.0,5429.0,42470008.0
北京市,2015,12.63,23749.0,94031,287.8,23749.0,20024.0,156312,59.3,3053943.0,287.8,11171250.0,2440875.0,59.3,50773.0,3453.89,24779.1,5218.0,35640401.0
北京市,2016,12.77,28290.0,100578,285.78,28290.0,20065.0,189129,69.0,3226374.0,285.78,11934724.0,2548433.0,69.0,51143.0,3940.98,27041.2,5028.0,40858562.0
北京市,2017,12.82,34497.0,106948,361.76,34497.0,19653.0,185928,71.2,3454456.0,361.76,12512746.0,2690851.0,71.2,52719.0,4486.89,29883.0,5300.0,41192831.0
北京市,2018,13.01,42851.0,123496,425.87,42851.0,20655.0,211212,71.7,3602685.0,425.87,13525400.0,2740103.0,71.7,46929.0,4957.82,33106.0,5268.0,41366175.0
北京市,2019,13.09,48656.0,131716,433.42,48656.0,22552.0,226113,68.9,4244502.0,433.42,14794780.0,2851859.0,68.9,44241.0,5695.28,35445.1,5320.0,52201988.0
北京市,2020,13.48,55261.0,162824,410.96,55261.0,25147.0,254165,58.2,4523146.0,410.96,15085043.0,2974157.0,58.2,46172.0,6316.16,35943.3,5393.0,53449397.0
北京市,2021,13.63,70538.0,198778,449.45,70538.0,28221.0,283134,61.2,6066577.0,449.45,15325981.0,3135144.0,61.2,41496.0,7005.65,41045.6,5313.0,82529591.0
北京市,2022,14.0,77167.0,202722,488.7,77167.0,32594.0,307175,62.4,6503315.0,488.7,,3489973.0,62.4,53459.0,7947.51,41610.9,5397.0,56037315.0
新疆维吾尔自治区,2004,,165.0,792,,165.0,349.0,1492,,9704.0,,1331540.0,36008.0,,2357.0,13.34,2170.4,,425117.0
新疆维吾尔自治区,2005,2.86,,921,,,,1851,,,,1527225.0,,,,8.0,2520.5,,
新疆维吾尔自治区,2006,2.92,,1187,,,,2256,,,,1532703.0,,,,7.61,2957.3,,
新疆维吾尔自治区,2007,3.21,,1534,12.84,,,2270,,,12.84,1916673.0,,,,7.17,3500.0,,
新疆维吾尔自治区,2008,3.24,184.0,1493,14.84,184.0,459.0,2412,4.6,136881.0,14.84,2501661.0,124159.0,4.6,4489.0,7.4,4142.5,1414.0,1600767.0
新疆维吾尔自治区,2009,3.32,447.0,1866,16.14,447.0,928.0,2872,4.7,118664.0,16.14,2959264.0,140932.0,4.7,5023.0,1.21,4237.0,1430.0,1034710.0
新疆维吾尔自治区,2010,3.43,,2562,20.19,,,3560,4.8,,20.19,3655998.0,,4.8,,4.52,5360.2,1467.0,
新疆维吾尔自治区,2011,3.43,325.0,2642,26.43,325.0,1426.0,4736,5.0,318627.0,26.43,4605867.0,223352.0,5.0,6723.0,4.38,6532.0,1521.0,2561510.0
新疆维吾尔自治区,2012,3.61,468.0,3439,33.01,468.0,1776.0,7044,6.1,335323.0,33.01,,273425.0,6.1,6202.0,5.39,7411.8,1596.0,2760241.0
新疆维吾尔自治区,2013,3.79,695.0,4998,39.85,695.0,2256.0,8224,6.5,394450.0,39.85,5989856.0,314257.0,6.5,6668.0,3.0,8392.6,1681.0,3533318.0
新疆维吾尔自治区,2014,3.79,1111.0,5238,40.34,1111.0,2458.0,10210,6.6,321291.0,40.34,6349792.0,357812.0,6.6,6688.0,2.82,9264.5,1749.0,4837892.0
新疆维吾尔自治区,2015,4.02,1553.0,8761,41.64,1553.0,2340.0,12250,6.4,331351.0,41.64,7132774.0,366180.0,6.4,7188.0,3.03,9306.9,1759.0,4943911.0
新疆维吾尔自治区,2016,4.23,2030.0,7116,44.98,2030.0,2546.0,14105,6.4,444784.0,44.98,7823914.0,390946.0,6.4,7310.0,4.28,9630.8,1780.0,4745506.0
新疆维吾尔自治区,2017,4.83,2565.0,8094,42.81,2565.0,3022.0,14260,6.3,425657.0,42.81,8462090.0,400468.0,6.3,6191.0,5.76,11159.9,1863.0,3938875.0
新疆维吾尔自治区,2018,5.27,3252.0,9658,42.25,3252.0,3568.0,14647,6.5,412821.0,42.25,9522617.0,448779.0,6.5,5806.0,3.92,12809.4,1954.0,4328589.0
新疆维吾尔自治区,2019,5.68,3351.0,8652,40.81,3351.0,3632.0,14771,6.6,386888.0,40.81,10214911.0,441347.0,6.6,4698.0,7.82,13597.1,2106.0,5571410.0
新疆维吾尔自治区,2020,6.35,4580.0,12763,41.25,4580.0,4427.0,18843,6.7,419072.0,41.25,11029496.0,391939.0,6.7,4752.0,15.11,13800.7,2331.0,6330868.0
新疆维吾尔自治区,2021,6.4,5670.0,21178,42.86,5670.0,5181.0,22221,7.0,771845.0,42.86,11146119.0,541819.0,7.0,8995.0,18.85,16311.6,2526.0,5820921.0
新疆维吾尔自治区,2022,7.22,7225.0,20528,53.53,7225.0,6164.0,25795,6.8,1356929.0,53.53,,641190.0,6.8,10248.0,31.18,17741.3,2773.0,6854785.0
云南省,2004,,197.0,1264,,197.0,380.0,2132,,61497.0,,1750841.0,43881.0,,3978.0,21.56,3136.4,,739428.0
云南省,2005,4.33,,1381,,,,2556,,,,1985088.0,,,,15.92,3497.7,,
云南省,2006,4.8,,1637,,,,3085,,,,2311083.0,,,,8.27,4090.7,,
云南省,2007,5.16,,2139,13.06,,,3108,,,13.06,2757505.0,,,,9.75,5077.4,,
云南省,2008,5.85,623.0,2021,17.67,623.0,625.0,4089,6.1,171099.0,17.67,3422932.0,131583.0,6.1,8203.0,5.05,6016.6,1174.0,3091636.0
云南省,2009,6.74,807.0,2923,18.99,807.0,1049.0,4633,6.4,261718.0,18.99,4408081.0,151147.0,6.4,6790.0,10.25,6574.4,1298.0,2739668.0
云南省,2010,7.78,,3823,21.43,,,5645,6.2,,21.43,5336317.0,,6.2,,10.88,7735.3,1391.0,
云南省,2011,9.06,1208.0,4199,28.3,1208.0,1728.0,7150,6.4,390303.0,28.3,6582935.0,299279.0,6.4,10335.0,11.71,9523.1,1520.0,3808209.0
云南省,2012,8.77,1644.0,5853,32.67,1644.0,2404.0,9260,7.8,396302.0,32.67,,384430.0,7.8,12321.0,45.48,11097.4,1566.0,4468160.0
云南省,2013,9.92,2280.0,6804,42.59,2280.0,2793.0,11512,9.2,496845.0,42.59,9006912.0,454278.0,9.2,11811.0,42.0,12825.5,1662.0,4433810.0
云南省,2014,9.6,2865.0,8124,43.15,2865.0,3137.0,13343,10.1,605668.0,43.15,9199396.0,516572.0,10.1,12980.0,47.92,14041.7,1731.0,5182591.0
云南省,2015,9.7,4605.0,11658,48.56,4605.0,3751.0,17603,10.0,631962.0,48.56,10455388.0,619588.0,10.0,16381.0,51.84,14960.0,1819.0,5132031.0
云南省,2016,10.06,5880.0,12032,46.86,5880.0,4942.0,23709,10.1,884333.0,46.86,11886446.0,741847.0,10.1,17166.0,58.26,16369.0,1889.0,6284487.0
云南省,2017,10.32,6510.0,14230,53.42,6510.0,5389.0,28695,10.4,1026693.0,53.42,13292088.0,885588.0,10.4,21393.0,84.76,18486.0,1999.0,8086166.0
云南省,2018,10.49,6466.0,20340,54.94,6466.0,6190.0,36515,9.9,965427.0,54.94,14543783.0,1070172.0,9.9,24048.0,89.49,20880.6,2166.0,9288303.0
云南省,2019,10.82,10131.0,22324,59.0,10131.0,7611.0,35212,9.4,1227702.0,59.0,14833632.0,1297741.0,9.4,29440.0,82.7,23223.8,2401.0,9395451.0
云南省,2020,11.37,9515.0,28943,64.94,9515.0,9451.0,45153,9.6,1153684.0,64.94,16571342.0,1451454.0,9.6,28894.0,49.95,24555.7,2648.0,12160954.0
云南省,2021,11.51,11021.0,41167,61.85,11021.0,9467.0,47997,9.6,1374209.0,61.85,16694079.0,1764956.0,9.6,28234.0,106.1,27161.6,2871.0,12055832.0
云南省,2022,12.36,14054.0,39497,58.97,14054.0,11139.0,52999,9.3,1562594.0,58.97,,1986681.0,9.3,27950.0,218.95,28954.2,3097.0,16313423.0
天津市,2004,,807.0,2578,,807.0,3198.0,8406,,212066.0,,1239682.0,284454.0,,12124.0,45.03,2621.1,,13557417.0
天津市,2005,5.3,,3045,,,,11657,,,,1479873.0,,,,50.71,3158.6,,
天津市,2006,5.64,,4159,,,,13299,,,,1428992.0,,,,58.86,3538.2,,
天津市,2007,6.05,,5584,22.34,,,15744,,,22.34,1657108.0,,,,72.34,4158.4,,
天津市,2008,6.4,3050.0,6790,28.65,3050.0,5227.0,18230,6.4,1335080.0,28.65,2060843.0,1082657.0,6.4,28340.0,86.61,5182.4,4534.0,27501772.0
天津市,2009,7.09,3663.0,7404,34.0,3663.0,7162.0,19624,5.9,1356563.0,34.0,2381672.0,1238392.0,5.9,30074.0,105.46,5709.6,4432.0,28262709.0
天津市,2010,7.64,,11006,43.25,,,25973,6.5,,43.25,2920970.0,,6.5,,119.34,6830.8,4412.0,
天津市,2011,7.82,5193.0,13982,60.17,5193.0,11889.0,38489,5.3,1848538.0,60.17,4136097.0,2107772.0,5.3,47828.0,169.38,8112.5,4329.0,38311448.0
天津市,2012,8.13,7341.0,19782,76.45,7341.0,13173.0,41009,8.3,2192138.0,76.45,,2558685.0,8.3,60681.0,232.33,9043.0,4358.0,44601011.0
天津市,2013,8.19,10191.0,24856,92.81,10191.0,16302.0,60915,10.7,2459585.0,92.81,5699615.0,3000377.0,10.7,68175.0,276.16,9945.4,4346.0,55696886.0
天津市,2014,8.11,12263.0,26351,109.0,12263.0,16832.0,63422,10.7,2559440.0,109.0,6326265.0,3228057.0,10.7,79014.0,388.56,10640.6,4283.0,56651106.0
天津市,2015,8.21,17422.0,37342,120.82,17422.0,16721.0,79963,11.3,2684642.0,120.82,5605736.0,3526665.0,11.3,84291.0,503.44,10879.5,4185.0,57277739.0
天津市,2016,8.51,22021.0,39734,125.18,22021.0,17170.0,106514,11.5,2856231.0,125.18,5365129.0,3499551.0,11.5,78336.0,552.64,11477.2,4058.0,56428282.0
天津市,2017,8.57,22346.0,41675,115.99,22346.0,15770.0,86996,11.9,2060101.0,115.99,5850624.0,2411418.0,11.9,57881.0,551.44,12450.6,4072.0,40949317.0
天津市,2018,8.91,23407.0,54680,106.68,23407.0,15051.0,99038,10.8,2137893.0,106.68,6351712.0,2528761.0,10.8,53280.0,685.59,13362.9,4150.0,38556643.0
天津市,2019,9.02,20856.0,57799,109.93,20856.0,15634.0,96045,11.1,2120384.0,109.93,6270839.0,2134320.0,11.1,45685.0,909.25,14055.5,4214.0,38466201.0
天津市,2020,9.14,24945.0,75434,118.17,24945.0,19033.0,111514,11.4,2386906.0,118.17,6031844.0,2287717.0,11.4,45227.0,1089.56,14008.0,4430.0,38919876.0
天津市,2021,8.96,26326.0,97910,103.97,26326.0,18952.0,90471,11.6,2880824.0,103.97,6664572.0,2512635.0,11.6,49404.0,1256.83,15685.1,5153.0,48140869.0
天津市,2022,9.15,28517.0,71545,62.16,28517.0,18488.0,84335,11.1,3173750.0,62.16,,2845710.0,11.1,51110.0,1650.87,16311.3,5428.0,48684233.0
河北省,2004,,638.0,3407,,638.0,1205.0,5647,,219191.0,,2700904.0,260405.0,,19451.0,7.27,7588.6,,3694886.0
河北省,2005,9.35,,3585,,,,6401,,,,3249421.0,,,,10.38,8773.4,,
河北省,2006,10.15,,4131,,,,7220,,,,3554401.0,,,,15.61,10043.0,,
河北省,2007,12.05,,5358,17.41,,,7853,,,17.41,4403700.0,,,,16.43,12152.9,,
河北省,2008,12.57,1058.0,5496,21.67,1058.0,1855.0,9128,8.2,792676.0,21.67,5584914.0,766113.0,8.2,27259.0,16.59,14200.1,1811.0,10685885.0
河北省,2009,14.92,1539.0,6839,26.43,1539.0,3190.0,11361,8.4,870897.0,26.43,6145261.0,933016.0,8.4,36418.0,17.21,15306.9,1871.0,11634045.0
河北省,2010,15.64,,10061,29.65,,,12295,8.9,,29.65,7192734.0,,8.9,,19.29,18003.6,1951.0,
河北省,2011,15.19,2601.0,11119,33.22,2601.0,5771.0,17595,10.0,1496755.0,33.22,8447882.0,1586189.0,10.0,51498.0,26.25,21384.7,2006.0,18992289.0
河北省,2012,15.61,3358.0,15315,44.74,3358.0,7841.0,23241,12.5,1798885.0,44.74,,1980850.0,12.5,55979.0,37.82,23077.5,2063.0,24576633.0
河北省,2013,16.08,4049.0,18186,49.76,4049.0,9171.0,27619,14.0,2025041.0,49.76,10298143.0,2327418.0,14.0,65049.0,31.56,24259.6,2108.0,29160256.0
河北省,2014,16.44,4999.0,20132,51.32,4999.0,9929.0,30000,14.5,2334622.0,51.32,10861672.0,2606711.0,14.5,75142.0,29.22,25208.9,2098.0,33340326.0
河北省,2015,16.72,7740.0,30130,45.5,7740.0,10396.0,44060,14.8,2465369.0,45.5,12861641.0,2858051.0,14.8,79452.0,39.54,26398.4,2141.0,34762445.0
河北省,2016,18.21,13074.0,31826,73.18,13074.0,13189.0,54838,16.4,2626889.0,73.18,14203834.0,3086608.0,16.4,82971.0,59.0,28474.1,2191.0,39231360.0
河北省,2017,18.91,14750.0,35348,69.08,14750.0,13855.0,61288,14.1,3422205.0,69.08,15938479.0,3509684.0,14.1,79135.0,88.92,30640.8,2328.0,46623294.0
河北省,2018,20.02,18762.0,51894,77.04,18762.0,16707.0,83785,15.9,3863708.0,77.04,17389625.0,3819916.0,15.9,68956.0,275.98,32494.6,2457.0,52288698.0
河北省,2019,21.29,21487.0,57809,90.7,21487.0,21570.0,101274,16.4,5046187.0,90.7,19921191.0,4385826.0,16.4,76096.0,381.19,34978.6,2596.0,64847324.0
河北省,2020,21.83,28135.0,92196,101.76,28135.0,24815.0,125608,15.7,5621709.0,101.76,21282804.0,4854544.0,15.7,86337.0,554.96,36013.8,2700.0,71909825.0
河北省,2021,21.88,34240.0,120034,112.64,34240.0,30171.0,130705,15.6,7209207.0,112.64,21927812.0,5703924.0,15.6,83401.0,747.32,40397.1,2926.0,96682633.0
